iRating;iId;sType;sMovie;iYear;sCountry;sGenre;sDirector;sActors;sAward
84,50%;968;m;Tři barvy: Červená;1994;Francie / Polsko;Drama / Psychologický;Krzysztof Kieślowski;Irène Jacob, Jean-Louis Trintignant;
84,40%;1021;m;The Beatles: The First U.S. Visit;1994;USA;Dokumentární / Hudební;Albert Maysles;The Beatles, John Lennon;
84,10%;1119;m;Unaveni sluncem;1994;Rusko / Francie;Drama / Historický;Nikita Michalkov;Oleg Meňšikov, Nikita Michalkov;
84,00%;1156;m;Satanské tango;1994;Maďarsko / Německo;Drama;Béla Tarr;Mihály Víg, János Derzsi;
82,90%;1492;m;Maverick;1994;USA;Western / Komedie;Richard Donner;Mel Gibson, Jodie Foster;
82,70%;1578;m;Pěst legendy;1994;Hongkong;Akční / Drama;Gordon Chan;Jet Li, Šinobu Nakajama;
82,40%;1659;m;Ed Wood;1994;USA;Drama / Komedie;Tim Burton;Johnny Depp, Martin Landau;
82,30%;1691;m;Legenda o opilém Mistrovi;1994;Hongkong;Akční / Komedie;Chia-Liang Liu, Jackie Chan;Jackie Chan, Anita Mui;
81,60%;1885;m;Saturnin;1994;Česko;Komedie;Jiří Věrčák;Oldřich Vízner, Ondřej Havelka;
78,90%;2119;m;Lekce Faust;1994;Česko / Francie;Drama / Mysteriózní;Jan Švankmajer;Petr Čepek, Jan Kraus;
78,40%;2179;m;Dobrodružství Priscilly, královny pouště;1994;Austrálie;Komedie / Drama;Stephan Elliott;Terence Stamp, Hugo Weaving;
77,50%;2254;st;Vynález krásy;1994;Česko;Krátkometrážní;Marek Najbrt;;
74,20%;2452;m;Jízda;1994;Česko;Komedie / Drama;Jan Svěrák;Aňa Geislerová, Radek Pastrňák;
74,20%;2453;m;Díky za každé nové ráno;1994;Česko;Komedie;Milan Šteindler;Ivana Chýlková, Franciszek Pieczka;Český lev
73,70%;2467;m;Akumulátor 1;1994;Česko;Komedie / Sci-Fi;Jan Svěrák;Petr Forman, Edita Brychta;
;2645;m;Pulp Fiction;1994;USA;;Quentin Tarantino;;Cannes
94,80%;18;m;Depeche Mode: Devotional;1993;USA;Dokumentární / Hudební;Anton Corbijn;David Gahan, Martin Gore;
92,40%;52;m;Schindlerův seznam;1993;USA;Drama / Historický;Steven Spielberg;Liam Neeson, Ben Kingsley;Oscar
90,90%;103;m;Kiss: Konfidential;1993;USA;Hudební;Paul Stanley, Gene Simmons;;
89,50%;180;m;Latcho Drom;1993;Francie;Dokumentární / Hudební;Tony Gatlif;La Caita;
89,30%;190;m;Guns N Roses: The Making of 'Don't Cry';1993;USA;Dokumentární / Hudební;Andrew Morahan;Axl Rose, Slash;
89,20%;200;m;Iron Maiden: Raising Hell;1993;USA;Dokumentární / Hudební;Bruce Dickinson, Dave Murray;;
88,50%;252;m;Guns N Roses: The Making of 'November Rain';1993;USA;Dokumentární / Hudební;Andrew Morahan;Axl Rose, Slash;
87,70%;321;s;Česká soda;1993;Česko;Komedie;Milan Šteindler, Václav Křístek;Petr Čtvrtníček, Milan Šteindler;
87,20%;381;m;Uprchlík;1993;USA;Akční / Thriller;Andrew Davis;Harrison Ford, Tommy Lee Jones;
86,10%;541;m;Jurský park;1993;USA;Dobrodružný / Sci-Fi;Steven Spielberg;Sam Neill, Laura Dern;
86,00%;562;m;Carlitova cesta;1993;USA;Drama / Krimi;Brian De Palma;Al Pacino, Sean Penn;
85,40%;675;m;Příběh z Bronxu;1993;USA;Krimi / Drama;Robert De Niro;Robert De Niro, Chazz Palminteri;
85,30%;699;m;Ve jménu otce;1993;Irsko / Velká Británie;Drama / Životopisný;Jim Sheridan;Daniel Day-Lewis, Pete Postlethwaite;
85,00%;784;m;Philadelphia;1993;USA;Drama;Jonathan Demme;Tom Hanks, Denzel Washington;
85,00%;785;m;Volný pád;1993;USA / Francie;Drama / Krimi;Joel Schumacher;Michael Douglas, Robert Duvall;
85,00%;807;m;Karel Kryl - kdo jsem…?;1993;Česko / Slovensko;Hudební / Poetický;Dušan Rapoš;Karel Kryl;
84,80%;845;m;Co žere Gilberta Grapea;1993;USA;Drama;Lasse Hallström;Johnny Depp, Leonardo DiCaprio;
84,60%;935;m;Žhavé výstřely 2;1993;USA;Akční / Komedie;Jim Abrahams;Charlie Sheen, Lloyd Bridges;
84,60%;936;m;Na Hromnice o den více;1993;USA;Fantasy / Komedie;Harold Ramis;Bill Murray, Andie MacDowell;
84,20%;1083;m;Ukradené Vánoce;1993;USA;Animovaný / Rodinný;Henry Selick;Chris Sarandon, Catherine O'Hara;
83,90%;1180;m;Kráva;1993;Česko;Drama;Karel Kachyňa;Radek Holub, Alena Mihulová;
83,90%;1181;m;Džúbei a umění nindžucu;1993;Japonsko;Animovaný / Akční;Jošiaki Kawadžiri;Kóiči Jamadera, Takeši Aono;
83,70%;1237;m;Sbohem, má konkubíno;1993;Čína / Hongkong;Drama / Romantický;Kaige Chen;Leslie Cheung, Fengyi Zhang;Cannes
83,60%;1273;m;Dokonalý svět;1993;USA;Drama / Krimi;Clint Eastwood;Kevin Costner, Clint Eastwood;
83,00%;1460;m;Soumrak dne;1993;USA / Velká Británie;Drama / Romantický;James Ivory;Anthony Hopkins, Emma Thompson;
82,70%;1579;m;Piano;1993;Austrálie / Nový Zéland;Drama / Romantický;Jane Campion;Holly Hunter, Harvey Keitel;Cannes
82,10%;1753;m;Tři barvy: Modrá;1993;Francie / Polsko;Drama / Psychologický;Krzysztof Kieślowski;Juliette Binoche, Benoît Régent;
81,70%;1866;m;Swing Kids;1993;USA;Drama / Hudební;Thomas Carter;Robert Sean Leonard, Christian Bale;
80,80%;1962;m;Tina Turner;1993;USA;Drama / Hudební;Brian Gibson;Angela Bassett, Laurence Fishburne;
80,00%;2046;m;Hated: GG Allin & the Murder Junkies;1993;USA;Dokumentární / Hudební;Todd Phillips;GG Allin, Merle Allin;
74,30%;2450;st;Protozoa;1993;USA;Krátkometrážní / Drama;Darren Aronofsky;Lucy Liu, Damon Whitaker;
70,90%;2544;m;Anděl milosrdenství;1993;Slovensko / Česko;Romantický / Válečný;Miloslav Luther;Ingrid Timková, Juraj Šimko;
;2646;m;Šakalí léta;1993;Česko;;Jan Hřebejk;;Český lev
94,50%;21;m;Jimi Hendrix at Woodstock;1992;USA;Dokumentární / Hudební;Erez Laufer, Chris Hegedus;Jimi Hendrix, Billy Cox;
92,10%;61;m;Classic Queen;1992;USA;Hudební / Dokumentární;John Deacon, Roger Taylor;;
88,10%;278;m;Jídlo;1992;Československo / Velká Británie;Animovaný / Krátkometrážní;Jan Švankmajer;Bedřich Glaser, Jan Kraus;
87,50%;347;m;Krtek a orel;1992;Československo;Rodinný / Krátkometrážní;Zdeněk Miler;;
85,80%;595;m;Gauneři;1992;USA;Krimi / Thriller;Quentin Tarantino;Harvey Keitel, Tim Roth;
84,80%;846;m;Poslední Mohykán;1992;USA;Akční / Dobrodružný;Michael Mann;Daniel Day-Lewis, Madeleine Stowe;
84,80%;847;m;O myších a lidech;1992;USA;Drama;Gary Sinise;John Malkovich, Gary Sinise;
84,00%;1157;m;Nesmiřitelní;1992;USA;Western / Drama;Clint Eastwood;Clint Eastwood, Gene Hackman;Oscar
83,70%;1238;m;Vůně ženy;1992;USA;Drama;Martin Brest;Al Pacino, Chris O'Donnell;
83,30%;1363;m;Základní instinkt;1992;USA / Francie;Thriller / Krimi;Paul Verhoeven;Michael Douglas, Sharon Stone;
83,30%;1364;m;Bohémský život;1992;Francie / Německo;Drama / Komedie;Aki Kaurismäki;Matti Pellonpää, Evelyne Didi;
82,90%;1493;s;Batman;1992;USA;Animovaný / Akční;Boyd Kirkland, Frank Paur;Kevin Conroy, Efrem Zimbalist Jr.;
82,80%;1536;m;Černí baroni;1992;Československo;Komedie;Zdenek Sirový;Pavel Landovský, Bronislav Poloczek;
82,80%;1537;m;Porco Rosso;1992;Japonsko;Animovaný / Dobrodružný;Hajao Mijazaki;Šúičiró Morijama, Akemi Okamura;
82,70%;1580;m;Smrtonosná zbraň 3;1992;USA;Akční / Krimi;Richard Donner;Mel Gibson, Danny Glover;
82,60%;1605;m;Aladin;1992;USA;Animovaný / Rodinný;John Musker, Ron Clements;Robin Williams, Frank Welker;
82,40%;1660;m;Chaplin;1992;USA / Japonsko;Drama / Životopisný;Richard Attenborough;Robert Downey Jr., Geraldine Chaplin;
82,20%;1727;m;Braindead - Živí mrtví;1992;Nový Zéland;Komedie / Horor;Peter Jackson;Timothy Balme, Diana Peñalver;
81,90%;1813;m;Hra na pláč;1992;Velká Británie / USA;Krimi / Drama;Neil Jordan;Stephen Rea, Miranda Richardson;
81,80%;1841;m;Hard Boiled;1992;Hongkong;Akční / Drama;John Woo;Yun-fat Chow, Tony Leung Chiu-wai;
81,60%;1886;m;Hořký měsíc;1992;Velká Británie / Francie;Drama / Romantický;Roman Polański;Hugh Grant, Kristin Scott Thomas;
80,60%;1981;m;Dědictví aneb Kurvahošigutntág;1992;Československo;Komedie;Věra Chytilová;Bolek Polívka, Miroslav Donutil;
74,50%;2443;st;Sklizeň;1992;Československo;Krátkometrážní / Experimentální;Pavel Marek;Petr Meissel;
;2647;m;S nejlepšími úmysly;1992;Dánsko;;Bille August;;Cannes
97,00%;8;m;The Doors: The Soft Parade;1991;USA;Dokumentární / Hudební;Ray Manzarek;Jim Morrison, Robby Krieger;
95,10%;15;m;Sepultura: Under Siege - Live in Barcelona;1991;Španělsko;Dokumentární / Hudební;Max Cavalera;;
92,40%;53;m;Až opadá listí z dubu;1991;Československo;Animovaný / Komedie;Vlasta Pospíšilová;Jan Werich;
91,00%;98;m;Terminátor 2: Den zúčtování;1991;USA / Francie;Akční / Sci-Fi;James Cameron;Arnold Schwarzenegger, Linda Hamilton;
90,60%;118;m;Mlčení jehňátek;1991;USA;Thriller / Krimi;Jonathan Demme;Jodie Foster, Anthony Hopkins;Oscar
90,00%;147;m;Ozzy Osbourne: Don't Blame Me;1991;USA;Dokumentární / Hudební;Jeb Brien;Ozzy Osbourne, Jon Bon Jovi;
89,00%;207;m;Obecná škola;1991;Československo;Komedie / Drama;Jan Svěrák;Jan Tříska, Václav Jakoubek;
87,90%;306;m;Karel Kryl - Filmový portrét;1991;Československo;Dokumentární / Hudební;František Spevák;Karel Kryl;
87,00%;405;m;Poslední skaut;1991;USA;Akční / Krimi;Tony Scott;Bruce Willis, Damon Wayans;
86,70%;453;m;Red Hot Chili Peppers: Funky Monks;1991;USA;Dokumentární / Hudební;Anthony Kiedis, Flea;;
85,20%;732;m;JFK;1991;USA / Francie;Drama / Historický;Oliver Stone;Kevin Costner, Kevin Bacon;
84,80%;848;s;Z deníku Sherlocka Holmese;1991;Velká Británie;Krimi / Mysteriózní;Tim Sullivan, John Madden;Jeremy Brett, Edward Hardwicke;
84,40%;1006;m;Doors;1991;USA;Drama / Životopisný;Oliver Stone;Val Kilmer, Meg Ryan;
84,30%;1045;m;Kráska a zvíře;1991;USA;Animovaný / Rodinný;Gary Trousdale, Kirk Wise;Paige O'Hara, Robby Benson;
84,20%;1084;m;Noc na Zemi;1991;USA / Francie;Komedie / Drama;Jim Jarmusch;Gena Rowlands, Winona Ryder;
83,90%;1182;m;Zavěste červené lucerny;1991;Čína / Hongkong;Drama;Yimou Zhang;Li Gong, Caifei He;
83,80%;1215;m;Žhavé výstřely;1991;USA;Akční / Komedie;Jim Abrahams;Charlie Sheen, Cary Elwes;
83,60%;1274;m;Thelma a Louise;1991;USA / Velká Británie;Krimi / Drama;Ridley Scott;Susan Sarandon, Geena Davis;
82,50%;1632;m;Bláznivá střela 2 a 1/2: Vůně strachu;1991;USA;Komedie / Krimi;David Zucker;Leslie Nielsen, Priscilla Presley;
81,60%;1887;m;Král rybář;1991;USA;Drama / Komedie;Terry Gilliam;Jeff Bridges, Robin Williams;
80,60%;1982;m;Řeči, řeči, řeči...;1991;Československo;Animovaný / Krátkometrážní;Michaela Pavlátová;;
80,30%;2016;m;Atlantis;1991;Francie / Itálie;Dokumentární / Hudební;Luc Besson;;
80,00%;2043;m;Dvojí život Veroniky;1991;Francie / Polsko;Drama / Fantasy;Krzysztof Kieślowski;Irène Jacob, Philippe Volter;
80,00%;2044;m;The Commitments;1991;Irsko / Velká Británie;Komedie / Drama;Alan Parker;Angeline Ball, Maria Doyle Kennedy;
78,10%;2198;m;Requiem pro panenku;1991;Československo;Drama / Thriller;Filip Renč;Aňa Geislerová, Barbora Hrzánová;
;2648;m;Barton Fink;1991;Československo;;Joel a Ethan Coen;;Cannes
91,50%;82;s;Mr. Bean;1990;Velká Británie;Komedie / Rodinný;John Birkin, Paul Weiland;Rowan Atkinson, Robin Driscoll;
88,50%;246;m;Tanec s vlky;1990;USA / Velká Británie;Dobrodružný / Drama;Kevin Costner;Kevin Costner, Mary McDonnell;Oscar
87,50%;348;m;Mafiáni;1990;USA;Drama / Krimi;Martin Scorsese;Robert De Niro, Ray Liotta;
87,40%;359;s;Městečko Twin Peaks;1990;USA;Drama / Mysteriózní;David Lynch, Lesli Linka Glatter;Kyle MacLachlan, Michael Horse;
87,20%;382;m;Čas probuzení;1990;USA;Drama / Životopisný;Penny Marshall;Robert De Niro, Robin Williams;
86,80%;436;s;Domek z karet;1990;Velká Británie;Drama;Paul Seed;Ian Richardson, Susannah Harker;
86,40%;501;m;Sám doma;1990;USA;Rodinný / Komedie;Chris Columbus;Macaulay Culkin, Joe Pesci;
86,00%;563;s;Jeeves and Wooster;1990;Velká Británie;Komedie;Ferdinand Fairfax, Simon Langton;Stephen Fry, Hugh Laurie;
85,40%;676;m;Tichá bolest;1990;Československo;Drama;Martin Hollý ml.;Rudolf Hrušínský, Ivan Jiřík;
85,40%;677;m;Konec stalinismu v Čechách;1990;Velká Británie / Československo;Animovaný / Krátkometrážní;Jan Švankmajer;;
85,20%;733;m;Návrat do budoucnosti III;1990;USA;Dobrodružný / Komedie;Robert Zemeckis;Michael J. Fox, Christopher Lloyd;
85,10%;760;m;Kmotr III;1990;USA;Drama / Krimi;Francis Ford Coppola;Al Pacino, Diane Keaton;
84,40%;1007;m;Střihoruký Edward;1990;USA;Drama / Fantasy;Tim Burton;Johnny Depp, Winona Ryder;
83,70%;1239;m;Maminčin zámek;1990;Francie;Komedie / Drama;Yves Robert;Philippe Caubère, Nathalie Roussel;
83,50%;1301;m;Smrtonosná past 2;1990;USA;Akční / Thriller;Renny Harlin;Bruce Willis, Bonnie Bedelia;
83,50%;1302;m;Misery nechce zemřít;1990;USA;Drama / Krimi;Rob Reiner;James Caan, Kathy Bates;
83,40%;1333;m;Evropa, Evropa;1990;Německo / Francie;Drama / Válečný;Agnieszka Holland;Marco Hofschneider, Julie Delpy;
83,20%;1384;m;Cyrano z Bergeracu;1990;Francie;Životopisný / Historický;Jean-Paul Rappeneau;Gérard Depardieu, Anne Brochet;
82,90%;1494;s;Pingu;1990;Švýcarsko / Velká Británie;Animovaný / Komedie;Liz Whitaker, Otmar Gutmann;Carlo Bonomi, David Sant;
82,70%;1581;m;Tatínkova sláva;1990;Francie;Drama / Dobrodružný;Yves Robert;Philippe Caubère, Nathalie Roussel;
82,40%;1661;m;Rosencrantz a Guildenstern jsou mrtvi;1990;Velká Británie / USA;Komedie / Drama;Tom Stoppard;Gary Oldman, Tim Roth;
82,00%;1787;m;Kačeří příběhy: Poklad ze ztracené lampy;1990;USA / Francie;Rodinný / Animovaný;Paul Brizzi, Gaëtan Brizzi;Alan Young, Russi Taylor;
81,80%;1842;m;Total Recall;1990;USA;Akční / Sci-Fi;Paul Verhoeven;Arnold Schwarzenegger, Rachel Ticotin;
81,40%;1920;m;Duch;1990;USA;Drama / Romantický;Jerry Zucker;Patrick Swayze, Demi Moore;
80,60%;1983;m;Vracenky;1990;Československo;Drama;Jan Schmidt;Jan Morávek, Martin Morávek;
79,40%;2080;m;Zesil to!;1990;Kanada / USA;Drama / Komedie;Allan Moyle;Christian Slater, Billy Morrissette;
79,20%;2097;m;Kouř;1990;Československo;Komedie / Muzikál;Tomáš Vorel;Jan Slovák, Lucie Zedníčková;
78,60%;2152;m;Poslední motýl;1990;Československo / Francie;Drama / Válečný;Karel Kachyňa;Tom Courtenay, Brigitte Fossey;
77,00%;2291;m;Jen o rodinných záležitostech;1990;Československo;Drama;Jiří Svoboda;Jaromír Hanzlík, Jiří Bartoška;
;2649;m;Zběsilost v srdci;1990;Československo;;David Lynch;;Cannes
92,20%;57;s;Simpsonovi;1989;USA;Animovaný / Komedie;Mike B. Anderson, Mark Kirkland;Dan Castellaneta, Julie Kavner;
89,70%;166;m;Indiana Jones a Poslední křížová výprava;1989;USA;Dobrodružný / Akční;Steven Spielberg;Harrison Ford, Sean Connery;
87,80%;315;m;Pravda víťazí;1989;Československo;Hudební / Dokumentární;Ladislav Kaboš;Maťo Ďurinda, Juraj Černý;
86,80%;440;m;101;1989;Velká Británie / USA;Dokumentární / Hudební;D.A. Pennebaker, David Dawkins;Martin Gore, David Gahan;
86,60%;461;m;Smrtonosná zbraň 2;1989;USA;Akční / Krimi;Richard Donner;Mel Gibson, Danny Glover;
86,30%;510;s;Dobrodružství kriminalistiky;1989;Československo / Západní Německo;Krimi / Drama;Antonín Moskalyk;Boris Rösner, Petr Kostka;
86,20%;527;m;Tma, světlo, tma;1989;Československo;Animovaný / Krátkometrážní;Jan Švankmajer;;
86,10%;542;m;Společnost mrtvých básníků;1989;USA;Drama;Peter Weir;Robin Williams, Robert Sean Leonard;
85,90%;576;m;Návrat do budoucnosti II;1989;USA;Dobrodružný / Komedie;Robert Zemeckis;Michael J. Fox, Christopher Lloyd;
85,00%;786;s;Dekalog;1989;Polsko / Západní Německo;Drama;Krzysztof Kieślowski;Henryk Baranowski, Jerzy Stuhr;
84,40%;1008;m;Moje levá noha;1989;Irsko / Velká Británie;Drama / Životopisný;Jim Sheridan;Daniel Day-Lewis, Brenda Fricker;
84,30%;1046;s;Rychlá rota;1989;USA;Animovaný / Dobrodružný;John Kimball, Bob Zamboni;Peter Cullen, Corey Burton;
83,80%;1216;m;Doručovací služba čarodějky Kiki;1989;Japonsko;Animovaný / Dobrodružný;Hajao Mijazaki;Minami Takajama, Akio Ócuka;
83,50%;1303;m;Sedím na konári a je mi dobre;1989;Československo / Západní Německo;Drama / Komedie;Juraj Jakubisko;Ondřej Pavelka, Bolek Polívka;
83,20%;1385;m;Válka Roseových;1989;USA;Komedie / Drama;Danny DeVito;Michael Douglas, Kathleen Turner;
83,10%;1424;s;Dragon Ball Z;1989;Japonsko;Akční / Animovaný;Daisuke Nišio, Kazuhisa Takenouči;Masako Nozawa, Hiromi Curu;
82,60%;1606;m;Zločiny a poklesky;1989;USA;Komedie / Drama;Woody Allen;Martin Landau, Woody Allen;
82,30%;1692;m;Killer;1989;Hongkong;Akční / Krimi;John Woo;Yun-fat Chow, Danny Lee;
82,10%;1754;m;Propast;1989;USA;Akční / Dobrodružný;James Cameron;Ed Harris, Mary Elizabeth Mastrantonio;
79,40%;2079;m;Člověk proti zkáze;1989;Československo;Drama / Životopisný;Štěpán Skalský;Josef Abrhám, Hana Maciuchová;
78,10%;2201;m;Jerry Lee Lewis: Great Balls of Fire!;1989;USA;Drama / Hudební;Jim McBride;Dennis Quaid, Winona Ryder;
78,00%;2207;m;Konec starých časů;1989;Československo;Komedie;Jiří Menzel;Josef Abrhám, Marián Labuda st.;
76,30%;2350;m;Leningradští kovbojové dobývají Ameriku;1989;Finsko / Švédsko;Komedie / Road movie;Aki Kaurismäki;Matti Pellonpää, Kari Väänänen;
71,20%;2537;st;Sedum;1989;Československo;Krátkometrážní / Komedie;Ondřej Trojan;Lukáš Vaculík, Sagvan Tofi;
;2650;m;Sex, lži a video;1989;USA;;Steven Soderbergh;;Cannes
91,40%;86;s;Ginga eijú densecu;1988;Japonsko;Animovaný / Drama;Noboru Išiguro, Masatoši Tahara;Júsaku Jara, Kaneto Šiozawa;
90,60%;121;m;U2: Rattle and Hum;1988;USA;Hudební / Dokumentární;Phil Joanou;Bono, The Edge;
89,80%;157;m;Rain Man;1988;USA;Drama / Road movie;Barry Levinson;Dustin Hoffman, Tom Cruise;Oscar
89,50%;173;m;Smrtonosná past;1988;USA;Akční / Thriller;John McTiernan;Bruce Willis, Bonnie Bedelia;
88,60%;238;s;Červený trpaslík;1988;Velká Británie;Komedie / Dobrodružný;Rob Grant, Juliet May;Chris Barrie, Craig Charles;
87,90%;304;s;Mistr a Markétka;1988;Polsko;Romantický;Maciej Wojtyszko;Władysław Kowalski, Anna Dymna;
87,40%;360;st;Ropáci;1988;Československo;Krátkometrážní / Sci-Fi;Jan Svěrák;Lubomír Beneš, Jiří Němec;
86,90%;420;m;Medvěd;1988;Francie / USA;Dobrodružný / Rodinný;Jean-Jacques Annaud;medvěd Bart, medvěd Youk;
85,80%;602;m;Imagine: John Lennon;1988;USA;Dokumentární / Životopisný;Andrew Solt;John Lennon, David Bowie;
85,50%;653;m;Bio Ráj;1988;Itálie / Francie;Drama / Romantický;Giuseppe Tornatore;Philippe Noiret, Enzo Cannavale;
85,30%;700;s;Hale and Pace;1988;Velká Británie;Komedie;Peter Orton, David G. Hillier;Gareth Hale, Norman Pace;
85,00%;787;m;Hrob světlušek;1988;Japonsko;Animovaný / Drama;Isao Takahata;Cutomu Tacumi, Ajano Širaiši;
85,00%;788;m;Krtek filmová hvězda;1988;Československo;Animovaný / Krátkometrážní;Zdeněk Miler;;
84,80%;849;m;Hořící Mississippi;1988;USA;Krimi / Thriller;Alan Parker;Gene Hackman, Willem Dafoe;
84,60%;937;m;Můj soused Totoro;1988;Japonsko;Animovaný / Dobrodružný;Hajao Mijazaki;Šigeru Čiba, Ikue Ótani;
84,60%;938;m;Krátký film o lásce;1988;Polsko;Drama / Romantický;Krzysztof Kieślowski;Grażyna Szapołowska, Olaf Lubaszenko;
84,50%;969;m;Bláznivá střela;1988;USA;Komedie / Krimi;David Zucker;Leslie Nielsen, Priscilla Presley;
83,90%;1183;s;Báječná léta;1988;USA;Drama / Rodinný;Greg Beeman, Richard Masur;Fred Savage, Dan Lauria;
83,60%;1275;m;Něco z Alenky;1988;Československo / Švýcarsko;Animovaný / Fantasy;Jan Švankmajer;Kristýna Kohoutová;
83,40%;1334;m;Dům k pověšení;1988;Jugoslávie / Itálie;Drama / Komedie;Emir Kusturica;Davor Dujmovic, Bora Todorovič;
83,10%;1425;m;Magická hlubina;1988;Francie / USA;Drama / Romantický;Luc Besson;Rosanna Arquette, Jean-Marc Barr;
82,90%;1495;m;Poslední pokušení Krista;1988;USA / Kanada;Drama;Martin Scorsese;Willem Dafoe, Harvey Keitel;
82,50%;1633;m;Země dinosaurů;1988;USA / Irsko;Animovaný / Dobrodružný;Don Bluth;Helen Shaver, Pat Hingle;
82,50%;1644;m;Powaqqatsi;1988;USA;Dokumentární / Hudební;Godfrey Reggio;Cheryl Tiegs, papež Jan Pavel II.;
81,60%;1888;m;Akira;1988;Japonsko;Animovaný / Sci-Fi;Kacuhiro Ótomo;Mami Kojama, Micuo Iwata;
80,80%;1958;m;Dobří holubi se vracejí;1988;Československo;Komedie / Drama;Dušan Klein;Milan Kňažko, Alicja Jachiewicz;
76,00%;2366;m;Mužné hry;1988;Československo;Krátkometrážní / Animovaný;Jan Švankmajer;Miroslav Kuchař;
75,60%;2391;m;Pražská 5;1988;Československo;Povídkový / Komedie;Tomáš Vorel;Milan Šteindler, Eva Holubová;
91,30%;91;s;Byl jednou jeden... život;1987;Francie;Animovaný / Rodinný;Albert Barillé;Roger Carel, Marie-Laure Beneston;
91,10%;97;m;Iron Maiden: 12 Wasted Years;1987;USA;Dokumentární / Hudební;Bruce Dickinson, Dave Murray;;
89,50%;174;m;Krtek a medicína;1987;Československo;Animovaný / Rodinný;Zdeněk Miler;;
88,50%;247;s;My z Kačerova;1987;USA;Animovaný / Dobrodružný;Bob Hathcock, James T. Walker;Alan Young, Russi Taylor;
88,10%;279;s;Pohádky bratří Grimmů;1987;Japonsko;Animovaný / Drama;Hiroši Saitó, Takajoši Suzuki;Kajoko Fudžii, Micuko Horie;
87,70%;322;m;Smrtonosná zbraň;1987;USA;Akční / Krimi;Richard Donner;Mel Gibson, Danny Glover;
87,30%;370;m;Narostl mu hřebínek;1987;Československo;Animovaný / Krátkometrážní;Jan Mimra;Zdeněk Svěrák;
87,20%;383;s;A Bit of Fry and Laurie;1987;Velká Británie;Komedie;Bob Spiers, Peter Orton;Stephen Fry, Hugh Laurie;
